Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A895931,*Crinkle,01/08/2024 12:16:00 PM,January 2024,Onion Creek Park in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Labrador Retriever,Black/Tricolor
A880562,*Darla,01/08/2024 12:17:00 PM,January 2024,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Pit Bull Mix,Brown Brindle/White
A895930,Luna,01/08/2024 12:18:00 PM,January 2024,Vine Hill Dr And Onion Creek Dr in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Labrador Retriever,White
A896036,Giovanni,01/08/2024 12:34:00 PM,January 2024,Stassney Lane in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Pit Bull,Fawn
A896042,Oliver,01/08/2024 12:46:00 PM,January 2024,2201 Montopolis in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,Chihuahua Shorthair Mix,Black/White
A896041,A896041,01/08/2024 12:46:00 PM,January 2024,2201 Montopolis in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Yellow/White
A896038,,01/08/2024 12:56:00 PM,January 2024,11901 Foley Dr in Travis (TX),Stray,Feral,Cat,Intact Female,2 years,Domestic Shorthair,Calico
A896039,,01/08/2024 12:56:00 PM,January 2024,11901 Foley Dr in Travis (TX),Stray,Feral,Cat,Intact Female,2 years,Domestic Shorthair,Calico
A652733,Travis,01/08/2024 01:14:00 PM,January 2024,Springdale And Astor in Austin (TX),Stray,Normal,Dog,Neutered Male,11 years,German Shepherd Mix,Sable/White
A896044,*Lancelot,01/08/2024 01:34:00 PM,January 2024,616 West 51St Street in Austin (TX),Stray,Normal,Cat,Intact Male,5 years,Domestic Shorthair Mix,Black/White
A896046,Benji,01/08/2024 02:03:00 PM,January 2024,2509 Od in Austin (TX),Stray,Normal,Cat,Intact Male,8 months,Domestic Shorthair,Brown Tabby/White
A896050,,01/08/2024 02:58:00 PM,January 2024,11515 Mayo St in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Siamese,Lynx Point
A895385,Bunny,01/08/2024 03:36:00 PM,January 2024,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Chihuahua Longhair Mix,Black/Tan
A896053,,01/08/2024 03:41:00 PM,January 2024,7Oo Lavaca St in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown/Brown
A896055,Mango,01/08/2024 03:55:00 PM,January 2024,440 East St Elmo Road in Austin (TX),Stray,Sick,Cat,Intact Male,3 months,Domestic Shorthair,Orange Tabby
A896054,,01/08/2024 03:56:00 PM,January 2024,7002 Shannon Dr in Austin (TX),Stray,Sick,Cat,Spayed Female,10 years,Domestic Medium Hair,White/Blue
A886120,*Big Joe,01/08/2024 04:20:00 PM,January 2024,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Pit Bull,Brown/White
A896063,Riven,01/08/2024 05:32:00 PM,January 2024,12100 Samsung in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Black Mouth Cur Mix,Brown
A896064,,01/08/2024 05:44:00 PM,January 2024,1415 Crete Lane in Travis (TX),Stray,Normal,Dog,Intact Female,2 months,Pit Bull,Blue/White
A896067,Stella,01/08/2024 09:24:00 PM,January 2024,6810 Landscape Dr in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Pit Bull Mix,Gray/White
A896057,,01/09/2024 08:53:00 AM,January 2024,13903 Fm 812 in Travis (TX),Public Assist,Injured,Dog,Intact Male,2 years,Labrador Retriever Mix,Tan/Brown
A896066,Michelangelo,01/09/2024 08:58:00 AM,January 2024,Highway 71 And Albert Brown Drive in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Doberman Pinsch,Black/Brown
A896086,Nimbus,01/09/2024 11:34:00 AM,January 2024,1200 Montopolis Drive in Austin (TX),Stray,Normal,Dog,Intact Male,10 months,Siberian Husky/Labrador Retriever,White/Gray
A894471,*Bess,01/09/2024 11:42:00 AM,January 2024,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,3 years,Chihuahua Shorthair Mix,White/Black
A896088,*Dreamsicle!,01/09/2024 12:16:00 PM,January 2024,4808 Ledesma Rd in Austin (TX),Stray,Injured,Cat,Intact Male,3 years,Domestic Shorthair,Orange Tabby/White
A896097,Axle,01/09/2024 01:30:00 PM,January 2024,6603 N Interstate 35 Frontage Rd in Austin (TX),Public Assist,Normal,Dog,Neutered Male,4 years,Labrador Retriever,Black/White
A835494,Luna,01/09/2024 02:32:00 PM,January 2024,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby
A896102,Kota,01/09/2024 03:20:00 PM,January 2024,22215 Ann Showers in Travis (TX),Owner Surrender,Pregnant,Dog,Intact Female,1 month,Labrador Retriever/Chihuahua Shorthair,White
A896109,Lavendar Collar,01/09/2024 03:20:00 PM,January 2024,22215 Ann Showers in Travis (TX),Owner Surrender,Pregnant,Dog,Intact Male,1 month,Labrador Retriever/Australian Cattle Dog,Black
A896110,Enzo,01/09/2024 03:20:00 PM,January 2024,22215 Ann Showers in Travis (TX),Owner Surrender,Pregnant,Dog,Intact Male,1 month,Labrador Retriever/Australian Cattle Dog,Brown
A896108,Mokka Dior,01/09/2024 03:20:00 PM,January 2024,22215 Ann Showers in Travis (TX),Owner Surrender,Pregnant,Dog,Intact Female,4 weeks,Labrador Retriever/Australian Cattle Dog,Tricolor
A896101,Pretty Girl,01/09/2024 03:20:00 PM,January 2024,22215 Ann Showers in Travis (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Labrador Retriever/Australian Cattle Dog,Brown/Black
A896103,Gracy,01/09/2024 03:20:00 PM,January 2024,22215 Ann Showers in Travis (TX),Owner Surrender,Pregnant,Dog,Intact Female,1 month,Labrador Retriever/Australian Cattle Dog,Brown
A896106,Stinky,01/09/2024 03:20:00 PM,January 2024,22215 Ann Showers in Travis (TX),Owner Surrender,Pregnant,Dog,Intact Male,1 month,Labrador Retriever/Australian Cattle Dog,Brown
A896111,Kai,01/09/2024 03:20:00 PM,January 2024,22215 Ann Showers in Travis (TX),Owner Surrender,Pregnant,Dog,Intact Male,1 month,Labrador Retriever/Australian Cattle Dog,Brown
A896107,Gray Collar,01/09/2024 03:20:00 PM,January 2024,22215 Ann Showers in Travis (TX),Owner Surrender,Pregnant,Dog,Intact Female,1 month,Labrador Retriever/Australian Cattle Dog,Black
A896100,Ginger,01/09/2024 03:20:00 PM,January 2024,22215 Ann Showers in Travis (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,German Shepherd Mix,Brown/Black
A896112,Manny,01/09/2024 03:20:00 PM,January 2024,22215 Ann Showers in Travis (TX),Owner Surrender,Pregnant,Dog,Intact Male,1 month,Labrador Retriever/Australian Cattle Dog,Brown
A896104,Nala,01/09/2024 03:20:00 PM,January 2024,22215 Ann Showers in Travis (TX),Owner Surrender,Pregnant,Dog,Intact Female,1 month,Labrador Retriever/Australian Cattle Dog,Brown
A896105,Evee,01/09/2024 03:20:00 PM,January 2024,22215 Ann Showers in Travis (TX),Owner Surrender,Pregnant,Dog,Intact Female,1 month,Labrador Retriever/Australian Cattle Dog,Brown
A896114,Meimei,01/09/2024 03:31:00 PM,January 2024,10125 N Interstate Hwy 35 in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Longhair,Brown Tabby/White
A721194,Cooper,01/09/2024 03:53:00 PM,January 2024,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,8 years,Labrador Retriever/Whippet,Black/White
A896115,*Juni,01/09/2024 04:11:00 PM,January 2024,2815 E Hwy 71 in Travis (TX),Stray,Normal,Cat,Intact Female,10 months,Domestic Shorthair,Brown Tabby
A896116,*Doodlebug,01/09/2024 04:11:00 PM,January 2024,2815 E Hwy 71 in Travis (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Cream Tabby
A896117,,01/09/2024 05:12:00 PM,January 2024,11700 Dionda Ln in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Black/White
A896120,*Cookie,01/09/2024 05:24:00 PM,January 2024,491 Prock Ln in Austin (TX),Public Assist,Normal,Cat,Spayed Female,16 years,Domestic Shorthair,Brown Tabby/White
A896118,Hammerhead,01/09/2024 05:24:00 PM,January 2024,491 Prock Ln in Austin (TX),Public Assist,Normal,Cat,Spayed Female,15 years,Domestic Medium Hair,Black/White
A896122,Mia,01/09/2024 05:51:00 PM,January 2024,Berkman Dr And Greenbrook Pkwy in Austin (TX),Stray,Normal,Cat,Intact Female,10 months,Domestic Shorthair,Tortie
A896127,Baby Doll,01/09/2024 06:22:00 PM,January 2024,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,4 months,Domestic Shorthair,White/Blue
A896126,Angel,01/09/2024 06:22:00 PM,January 2024,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,4 months,Domestic Shorthair,Black/White
A896125,Smoke,01/09/2024 06:22:00 PM,January 2024,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,4 months,Domestic Shorthair,Black/White
A896128,El Jr,01/09/2024 06:22:00 PM,January 2024,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,4 months,Domestic Shorthair,Blue/White
A896138,*Myla,01/10/2024 07:11:00 AM,January 2024,Ben White Svrd  S Ih 35 Svrd in Travis (TX),Stray,Normal,Dog,Intact Female,1 year,Plott Hound,Brown/White
A896130,,01/10/2024 08:01:00 AM,January 2024,401 Little Texas Lane in Austin (TX),Stray,Injured,Cat,Neutered Male,2 years,Domestic Shorthair Mix,White/Orange Tabby
A896151,*Seville,01/10/2024 10:37:00 AM,January 2024,825 Rundberg Ln in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Orange Tabby
A896148,*Tangerine,01/10/2024 10:37:00 AM,January 2024,825 Rundberg Ln in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Orange Tabby/White
A896150,*Mandarin,01/10/2024 10:37:00 AM,January 2024,825 Rundberg Ln in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Orange Tabby
A896149,*Valencia,01/10/2024 10:37:00 AM,January 2024,825 Rundberg Ln in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Orange Tabby
A896147,*Clementine,01/10/2024 10:37:00 AM,January 2024,825 Rundberg Ln in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Orange Tabby
A896152,,01/10/2024 11:02:00 AM,January 2024,222 West Ave in Austin (TX),Wildlife,Injured,Bird,Unknown,1 year,Pigeon,Gray
A896153,Travis,01/10/2024 11:20:00 AM,January 2024,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,11 years,Rottweiler,Black/Brown
A896154,Tiberius,01/10/2024 11:36:00 AM,January 2024,1009 Speer Ln in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd,Black/Tan
A896161,Ginger,01/10/2024 11:51:00 AM,January 2024,6102 Derby Cv in Austin (TX),Stray,Normal,Cat,Intact Female,6 months,Domestic Shorthair,Brown Tabby/White
A896160,,01/10/2024 11:51:00 AM,January 2024,6102 Derby Cv in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Torbie
A896158,,01/10/2024 11:51:00 AM,January 2024,6102 Derby Cv in Austin (TX),Stray,Normal,Cat,Intact Female,6 months,Domestic Shorthair,Brown Tabby
A896159,*Cassidy,01/10/2024 11:52:00 AM,January 2024,502 W Longspur Blvd in Austin (TX),Public Assist,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Orange Tabby
A896156,*Norton,01/10/2024 11:52:00 AM,January 2024,502 W Longspur Blvd in Austin (TX),Public Assist,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Orange Tabby
A896163,Mochi,01/10/2024 12:18:00 PM,January 2024,Austin (TX),Stray,Normal,Dog,Intact Male,5 years,American Pit Bull Terrier,Fawn
A896162,Cora,01/10/2024 12:50:00 PM,January 2024,502 W Longspur Blvd in Austin (TX),Public Assist,Normal,Cat,Neutered Male,2 years,Domestic Shorthair,Black
A896157,*Teenie Marie,01/10/2024 12:50:00 PM,January 2024,502 W Longspur Blvd in Austin (TX),Public Assist,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby
A896164,Bane,01/10/2024 12:51:00 PM,January 2024,601 Middle Lane in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Pit Bull Mix,Black/White
A896165,Lucky,01/10/2024 12:53:00 PM,January 2024,Dove Springs Dr And Creek Bend Dr in Austin (TX),Stray,Injured,Dog,Intact Male,1 year,Pit Bull,White/Brown
A891823,*Milk Duddy,01/10/2024 01:07:00 PM,January 2024,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Pit Bull,Black/White
A896167,Stewie,01/10/2024 01:18:00 PM,January 2024,6601 Carisbrooke Ln in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair,Black
A896175,Kosmos,01/10/2024 02:34:00 PM,January 2024,1104 Christie Drive in Austin (TX),Stray,Normal,Cat,Intact Male,5 months,Domestic Shorthair,Brown Tabby/White
A896176,Puppy,01/10/2024 03:24:00 PM,January 2024,9000 Reinli St in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Maltese/Cairn Terrier,White/Tan
A896179,Blanquita,01/10/2024 03:45:00 PM,January 2024,7201 Levander Loop in Austin (TX),Abandoned,Normal,Dog,Spayed Female,1 year,Staffordshire,White/Black
A890801,*Scarlett,01/10/2024 03:56:00 PM,January 2024,Austin (TX),Stray,Normal,Dog,Intact Female,8 months,Belgian Malinois,Tan/Black
A896186,Khushi,01/10/2024 04:54:00 PM,January 2024,Burleson Manor Rd And Blake Manor Rd in Travis (TX),Stray,Normal,Dog,Intact Female,2 months,German Shepherd/Alaskan Malamute,Black/Tan
A896187,Bailey,01/10/2024 04:54:00 PM,January 2024,Burleson Manor Rd And Blake Manor Rd in Travis (TX),Stray,Normal,Dog,Intact Female,2 months,German Shepherd,Black/Tan
A896188,,01/10/2024 05:03:00 PM,January 2024,8532 Woodstone Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair,White
A896190,,01/10/2024 05:28:00 PM,January 2024,7401 Wallach Street in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair,Brown Tabby
A896191,Chickpea,01/10/2024 05:28:00 PM,January 2024,7401 Wallach Street in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Orange Tabby
A896192,,01/10/2024 05:28:00 PM,January 2024,7401 Wallach Street in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair,Torbie
A896134,Benny,01/10/2024 05:43:00 PM,January 2024,1214 Quailfield Circle in Austin (TX),Stray,Normal,Dog,Unknown,4 years,German Shepherd,Black/Tan
A893746,Watson,01/10/2024 05:53:00 PM,January 2024,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,1 year,Pit Bull Mix,Tan/Brown
A790853,Cookie,01/10/2024 06:34:00 PM,January 2024,14117 Briarcreek Loop in Travis (TX),Public Assist,Normal,Dog,Neutered Male,6 years,Pit Bull Mix,Brown Brindle
A894758,Bruce,01/10/2024 06:37:00 PM,January 2024,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 months,Border Terrier Mix,White
A896196,*Skittles,01/11/2024 07:22:00 AM,January 2024,12915 Qinn Trail in Austin (TX),Stray,Sick,Cat,Intact Female,2 months,Domestic Shorthair,Brown Tabby/White
A896208,Milo,01/11/2024 10:04:00 AM,January 2024,3111 Parker Ln in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Standard Poodle,Brown
A896217,,01/11/2024 10:29:00 AM,January 2024,2811 Vernon Avenue in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Cream Tabby
A896212,Toby,01/11/2024 11:30:00 AM,January 2024,Harris Branch And Parmer in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd Mix,Black/Brown
A896213,Nala,01/11/2024 11:30:00 AM,January 2024,Harris Branch And Parmer in Travis (TX),Stray,Normal,Dog,Intact Female,4 months,German Shepherd Mix,Brown/White
A896211,,01/11/2024 11:30:00 AM,January 2024,Harris Branch And Parmer in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Labrador Retriever/German Shepherd,Brown
A896218,*Charlene,01/11/2024 12:08:00 PM,January 2024,5107 Purple Sage Dr in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,5 years,Cairn Terrier,Tan/White
A896223,Pixie,01/11/2024 12:08:00 PM,January 2024,51007 Purple Sage Dr in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,6 months,Cairn Terrier/Dachshund,Red
A896222,Albus,01/11/2024 12:08:00 PM,January 2024,51007 Purple Sage Dr in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Cairn Terrier,White/Tan
A896221,Romy,01/11/2024 12:08:00 PM,January 2024,51007 Purple Sage Dr in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Cairn Terrier,Tan/White
A896219,*Hank,01/11/2024 12:08:00 PM,January 2024,51007 Purple Sage Dr in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 month,Cairn Terrier,White/Tan
A896220,*Tj,01/11/2024 12:08:00 PM,January 2024,51007 Purple Sage Dr in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 month,Cairn Terrier,Tan/White
A896226,,01/11/2024 01:42:00 PM,January 2024,508 E Howard Ln Unit 445 in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair,Torbie/White
A896228,,01/11/2024 01:51:00 PM,January 2024,7401 Wallach in Travis (TX),Stray,Normal,Cat,Intact Male,1 year,Manx,Orange Tabby
A896227,*Winnie,01/11/2024 01:51:00 PM,January 2024,6428 S Ih 35 in Travis (TX),Stray,Normal,Cat,Intact Female,5 months,Domestic Shorthair,Brown Tabby/White
A896230,Cotton,01/11/2024 02:01:00 PM,January 2024,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,14 years,Miniature Poodle Mix,White/Apricot
A896238,Squirt,01/11/2024 02:55:00 PM,January 2024,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby
A896237,Alfie,01/11/2024 02:55:00 PM,January 2024,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,11 years,Domestic Medium Hair,Black
A896234,Luna,01/11/2024 03:04:00 PM,January 2024,1044 Norwood Park Blvd in Austin (TX),Owner Surrender,Normal,Other,Intact Female,2 years,Guinea Pig,White/Black
A896233,Nova,01/11/2024 03:04:00 PM,January 2024,1044 Norwood Park Blvd in Austin (TX),Owner Surrender,Normal,Other,Intact Female,2 years,Guinea Pig,Black/Brown
A895746,Phoenix,01/11/2024 04:04:00 PM,January 2024,1506 Lightsey Road in Austin (TX),Public Assist,Normal,Dog,Intact Female,4 years,Australian Cattle Dog,Blue
A896241,*Poptart,01/11/2024 04:23:00 PM,January 2024,7201 Levander Loop in Austin (TX),Abandoned,Normal,Other,Intact Male,8 months,Rat,Black/White
A895332,*Cheeto,01/11/2024 04:24:00 PM,January 2024,Colorado Crossing in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull,Black/White
A896240,*Sneakers,01/11/2024 04:31:00 PM,January 2024,124 West Anderson in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,American Bulldog/Boxer,White/Black
A896246,,01/11/2024 05:50:00 PM,January 2024,17915 Papaveri Way in Travis (TX),Wildlife,Sick,Other,Unknown,2 years,Fox,Gray
A896247,Celest,01/11/2024 05:54:00 PM,January 2024,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Siberian Husky Mix,Black/White
A880723,Ginger,01/11/2024 06:12:00 PM,January 2024,Travis (TX),Owner Surrender,Normal,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Orange Tabby/White
A896252,Marbles,01/11/2024 09:38:00 PM,January 2024,3300 Oak Creek in Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Torbie
A706829,Shadow,01/11/2024 09:38:00 PM,January 2024,3300 Oak Creek in Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Black
A896251,Lily,01/11/2024 09:38:00 PM,January 2024,3300 Oak Creek in Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,10 years,Domestic Longhair Mix,Black
A896265,Django,01/12/2024 08:20:00 AM,January 2024,6711 Johhny Morris Rd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Brown Brindle/Tan
A896268,Pancake,01/12/2024 10:28:00 AM,January 2024,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Siberian Husky,Gray/Cream
A891759,*Tinsel,01/12/2024 11:07:00 AM,January 2024,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby/White
A896272,,01/12/2024 11:40:00 AM,January 2024,Hill Lane And Howard Lane in Austin (TX),Stray,Normal,Cat,Intact Male,3 years,Domestic Shorthair,Black
A896271,,01/12/2024 11:40:00 AM,January 2024,Hill Lane And Howard Lane in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair,Brown Tabby/White
A896270,Ethan,01/12/2024 11:43:00 AM,January 2024,1005 Chimney Rock Drive in Austin (TX),Stray,Medical,Cat,Neutered Male,3 years,Domestic Medium Hair,Blue/White
A896273,Stew,01/12/2024 11:53:00 AM,January 2024,12004 Rosethorn in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Black
A896279,Mj,01/12/2024 01:07:00 PM,January 2024,4113 Margarita St in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever Mix,Tan/White
A896280,Miriam,01/12/2024 01:12:00 PM,January 2024,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,5 years,Domestic Shorthair,Tortie/White
A896282,Nova,01/12/2024 01:22:00 PM,January 2024,East Riverside Drive And Wickersham Lane in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Medium Hair,Blue Tabby/White
A896283,,01/12/2024 01:40:00 PM,January 2024,7509 North Interestate Highway 35 in Austin (TX),Stray,Normal,Cat,Unknown,5 months,Domestic Shorthair,White/Brown Tabby
A896276,Annie,01/12/2024 01:43:00 PM,January 2024,704 Battle Bend Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Rat Terrier Mix,Red/White
A896278,Honey,01/12/2024 01:43:00 PM,January 2024,704 Battle Bend Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,8 months,Rat Terrier Mix,Red/White
A896289,Bumblebee,01/12/2024 02:05:00 PM,January 2024,1209 W 12Th St in Austin (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Shorthair,Tortie
A896290,,01/12/2024 02:33:00 PM,January 2024,508 E Howard Ln Unit 445 in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Orange Tabby/White
