"","Animal ID","Name","IntakeType","IntakeCondition","AnimalType","Sex","Age","OutcomeType","OutcomeDate","LengthofStay","DOB","log_LOS","log_Age","sqrt_Age","Adoption","age2"
"156","A820958","Sarge","Owner Surrender","Normal","Dog","Neutered Male",5,"Adoption",2024-06-21,67,2018-08-02,4.21950770517611,0.778151250383644,1.17435900561955,1,2.23606797749979
"157","A821246","Kaju","Owner Surrender","Normal","Cat","Neutered Male",4,"Adoption",2024-07-07,5,2020-04-06,1.79175946922805,0.698970004336019,1.09861228866811,1,2
"158","A821913","Forest","Public Assist","Normal","Dog","Neutered Male",4,"Return to Owner",2024-05-06,2,2020-03-22,1.09861228866811,0.698970004336019,1.09861228866811,0,2
"159","A822310","Chica","Owner Surrender","Behavior","Dog","Spayed Female",2,"Transfer",2024-04-17,7,2022-02-18,2.07944154167984,0.477121254719662,0.881373587019543,0,1.4142135623731
"160","A822310","Chica","Public Assist","Medical","Dog","Intact Female",2,"Adoption",2024-02-29,11,2022-02-18,2.484906649788,0.477121254719662,0.881373587019543,1,1.4142135623731
"161","A822374","Clover","Owner Surrender","Normal","Cat","Neutered Male",4,"Adoption",2024-05-19,13,2020-01-01,2.63905732961526,0.698970004336019,1.09861228866811,1,2
"162","A822374","Clover","Owner Surrender","Normal","Cat","Neutered Male",4,"Adoption",2024-06-12,6,2020-01-01,1.94591014905531,0.698970004336019,1.09861228866811,1,2
"163","A822436","Grey","Stray","Normal","Dog","Neutered Male",6,"Return to Owner",2024-09-25,21,2018-09-02,3.09104245335832,0.845098040014257,1.23822631946233,0,2.44948974278318
"164","A822898","Gio","Stray","Medical","Dog","Neutered Male",4,"Transfer",2024-05-21,19,2019-09-11,2.99573227355399,0.698970004336019,1.09861228866811,0,2
"165","A822898","Gio","Stray","Normal","Dog","Neutered Male",4,"Return to Owner",2024-03-08,1,2019-09-11,0.693147180559945,0.698970004336019,1.09861228866811,0,2
"166","A824888","Willy","Stray","Normal","Dog","Neutered Male",11,"Adoption",2024-11-09,66,2013-10-22,4.20469261939097,1.07918124604762,1.46247379835441,1,3.3166247903554
"167","A825625","Riley","Stray","Normal","Dog","Neutered Male",5,"Transfer",2024-07-30,147,2019-05-17,4.99721227376411,0.778151250383644,1.17435900561955,0,2.23606797749979
"168","A826201","*Winnie","Stray","Medical","Dog","Intact Female",4,"Adoption",2024-08-15,34,2019-11-21,3.55534806148941,0.698970004336019,1.09861228866811,1,2
"169","A826926","A826926","Stray","Normal","Cat","Spayed Female",5,"Transfer",2024-03-21,7,2018-12-09,2.07944154167984,0.778151250383644,1.17435900561955,0,2.23606797749979
"170","A826983","Max","Stray","Medical","Dog","Neutered Male",7,"Return to Owner",2024-07-14,14,2017-02-10,2.70805020110221,0.903089986991944,1.29356246522598,0,2.64575131106459
"171","A827270","Billy","Public Assist","Normal","Dog","Intact Male",6,"Euthanasia",2024-05-08,46,2018-03-23,3.85014760171006,0.845098040014257,1.23822631946233,0,2.44948974278318
"172","A829029","Bobby","Stray","Medical","Cat","Neutered Male",4,"Adoption",2024-06-22,13,2019-10-01,2.63905732961526,0.698970004336019,1.09861228866811,1,2
"173","A829248","Cosmo","Owner Surrender","Normal","Cat","Neutered Male",4,"Adoption",2024-09-24,123,2020-09-09,4.82028156560504,0.698970004336019,1.09861228866811,1,2
"174","A829953","Gia","Stray","Aged","Dog","Spayed Female",13,"Euthanasia",2024-12-02,5,2011-02-27,1.79175946922805,1.14612803567824,1.52726237491235,0,3.60555127546399
"175","A830502","Bella","Owner Surrender","Normal","Dog","Spayed Female",3,"Adoption",2024-05-02,100,2020-12-29,4.61512051684126,0.602059991327962,1.00505253874238,1,1.73205080756888
"176","A830980","Angel","Public Assist","Normal","Dog","Spayed Female",4,"Adoption",2024-12-20,197,2020-03-19,5.28826703069454,0.698970004336019,1.09861228866811,1,2
"177","A831134","Duke","Public Assist","Normal","Dog","Intact Male",3,"Return to Owner",2024-04-26,1,2020-08-22,0.693147180559945,0.602059991327962,1.00505253874238,0,1.73205080756888
"178","A831134","Duke","Public Assist","Normal","Dog","Intact Male",4,"Return to Owner",2024-10-29,2,2020-08-22,1.09861228866811,0.698970004336019,1.09861228866811,0,2
"179","A831245","Bubbles","Abandoned","Normal","Dog","Intact Female",3,"Transfer",2024-03-11,39,2020-08-24,3.68887945411394,0.602059991327962,1.00505253874238,0,1.73205080756888
"180","A831735","Baby","Owner Surrender","Medical","Dog","Neutered Male",14,"Disposal",2024-05-26,90,2010-04-01,4.51085950651685,1.17609125905568,1.55638673424724,0,3.74165738677394
"181","A832172","Ole","Public Assist","Normal","Dog","Neutered Male",3,"Return to Owner",2024-10-17,7,2021-01-24,2.07944154167984,0.602059991327962,1.00505253874238,0,1.73205080756888
"182","A832241","Ms. Puff","Stray","Medical","Cat","Intact Female",3,"Transfer",2024-01-14,0,2020-10-09,0,0.602059991327962,1.00505253874238,0,1.73205080756888
"183","A832411","Toby","Stray","Normal","Dog","Neutered Male",3,"Adoption",2024-07-18,173,2020-11-13,5.15905529921453,0.602059991327962,1.00505253874238,1,1.73205080756888
"184","A833409","*Artoo","Stray","Normal","Dog","Neutered Male",5,"Adoption",2024-12-30,251,2019-04-29,5.52942908751142,0.778151250383644,1.17435900561955,1,2.23606797749979
"185","A833469","Binx","Owner Surrender","Normal","Cat","Neutered Male",3,"Adoption",2024-05-17,17,2021-03-02,2.89037175789616,0.602059991327962,1.00505253874238,1,1.73205080756888
"186","A833469","Binx","Owner Surrender","Normal","Cat","Neutered Male",3,"Transfer",2024-09-28,10,2021-03-02,2.39789527279837,0.602059991327962,1.00505253874238,0,1.73205080756888
"187","A833759","Cowboy","Owner Surrender","Normal","Dog","Neutered Male",10,"Adoption",2024-11-02,1,2014-05-05,0.693147180559945,1.04139268515823,1.42606243890537,1,3.16227766016838
"188","A833759","Cowboy","Public Assist","Normal","Dog","Neutered Male",10,"Return to Owner",2024-10-25,7,2014-05-05,2.07944154167984,1.04139268515823,1.42606243890537,0,3.16227766016838
"189","A834601","June","Owner Surrender","Normal","Dog","Spayed Female",2,"Adoption",2024-05-05,31,2021-05-10,3.46573590279973,0.477121254719662,0.881373587019543,1,1.4142135623731
"190","A834869","Tara","Stray","Medical","Dog","Spayed Female",4,"Adoption",2024-05-25,13,2019-12-01,2.63905732961526,0.698970004336019,1.09861228866811,1,2
"191","A835264","Jack","Owner Surrender","Normal","Dog","Neutered Male",5,"Return to Owner",2024-03-20,0,2018-05-25,0,0.778151250383644,1.17435900561955,0,2.23606797749979
"192","A835494","Luna","Owner Surrender","Normal","Cat","Spayed Female",2,"Adoption",2024-01-12,3,2021-04-26,1.38629436111989,0.477121254719662,0.881373587019543,1,1.4142135623731
"193","A835754","Blue","Public Assist","Normal","Dog","Spayed Female",5,"Rto-Adopt",2024-12-31,27,2019-06-01,3.3322045101752,0.778151250383644,1.17435900561955,0,2.23606797749979
"194","A836408","Poppy","Owner Surrender","Normal","Dog","Spayed Female",3,"Transfer",2024-08-12,220,2021-04-09,5.39816270151775,0.602059991327962,1.00505253874238,0,1.73205080756888
"195","A837541","Peluche","Owner Surrender","Normal","Dog","Neutered Male",3,"Adoption",2024-03-07,1,2020-10-24,0.693147180559945,0.602059991327962,1.00505253874238,1,1.73205080756888
"196","A837542","Truman","Owner Surrender","Normal","Dog","Neutered Male",3,"Adoption",2024-04-14,15,2020-10-24,2.77258872223978,0.602059991327962,1.00505253874238,1,1.73205080756888
"197","A837542","Truman","Owner Surrender","Normal","Dog","Neutered Male",3,"Adoption",2024-03-30,0,2020-10-24,0,0.602059991327962,1.00505253874238,1,1.73205080756888
"198","A837542","Truman","Owner Surrender","Normal","Dog","Neutered Male",3,"Adoption",2024-03-30,22,2020-10-24,3.13549421592915,0.602059991327962,1.00505253874238,1,1.73205080756888
"199","A838563","Smoky","Owner Surrender","Normal","Cat","Neutered Male",2,"Transfer",2024-02-23,9,2021-05-28,2.30258509299405,0.477121254719662,0.881373587019543,0,1.4142135623731
"200","A838593","Zuko","Stray","Medical","Dog","Intact Male",4,"Adoption",2024-05-16,45,2019-07-09,3.8286413964891,0.698970004336019,1.09861228866811,1,2
"201","A838872","Xena","Owner Surrender","Normal","Dog","Intact Female",3,"Adoption",2024-10-15,160,2020-12-13,5.08140436498446,0.602059991327962,1.00505253874238,1,1.73205080756888
"202","A839084","Phineas","Owner Surrender","Normal","Dog","Neutered Male",3,"Transfer",2024-02-08,23,2020-07-16,3.17805383034795,0.602059991327962,1.00505253874238,0,1.73205080756888
"203","A839595","Shadow","Stray","Normal","Dog","Intact Male",5,"Return to Owner",2024-11-02,6,2019-07-23,1.94591014905531,0.778151250383644,1.17435900561955,0,2.23606797749979
"204","A839906","Chuy","Owner Surrender","Normal","Dog","Neutered Male",3,"Adoption",2024-05-12,3,2021-01-29,1.38629436111989,0.602059991327962,1.00505253874238,1,1.73205080756888
"205","A840262","Kenny","Owner Surrender","Normal","Cat","Neutered Male",2,"Adoption",2024-02-17,3,2021-06-19,1.38629436111989,0.477121254719662,0.881373587019543,1,1.4142135623731
"206","A840285","Harry","Owner Surrender","Normal","Dog","Intact Male",4,"Transfer",2024-08-27,28,2020-03-05,3.36729582998647,0.698970004336019,1.09861228866811,0,2
"207","A840895","Rosalino","Owner Surrender","Normal","Dog","Neutered Male",6,"Adoption",2024-07-26,100,2017-08-17,4.61512051684126,0.845098040014257,1.23822631946233,1,2.44948974278318
"208","A840907","Friend","Owner Surrender","Medical","Cat","Neutered Male",4,"Adoption",2024-01-22,4,2019-08-17,1.6094379124341,0.698970004336019,1.09861228866811,1,2
"209","A841862","Cookie","Stray","Normal","Dog","Spayed Female",3,"Adoption",2024-08-06,37,2021-07-20,3.63758615972639,0.602059991327962,1.00505253874238,1,1.73205080756888
"210","A842151","Goliath","Owner Surrender","Medical","Dog","Neutered Male",3,"Adoption",2024-09-07,6,2021-06-25,1.94591014905531,0.602059991327962,1.00505253874238,1,1.73205080756888
"211","A842151","Goliath","Owner Surrender","Normal","Dog","Neutered Male",2,"Adoption",2024-03-28,10,2021-06-25,2.39789527279837,0.477121254719662,0.881373587019543,1,1.4142135623731
"212","A843208","Zeus","Stray","Normal","Dog","Intact Male",4,"Adoption",2024-12-26,92,2020-03-28,4.53259949315326,0.698970004336019,1.09861228866811,1,2
"213","A843209","Barack","Stray","Normal","Dog","Intact Male",4,"Return to Owner",2024-07-25,0,2020-03-28,0,0.698970004336019,1.09861228866811,0,2
"214","A843210","Skylar","Stray","Normal","Dog","Intact Female",4,"Adoption",2024-11-06,42,2020-03-28,3.76120011569356,0.698970004336019,1.09861228866811,1,2
"215","A843928","Aria","Owner Surrender","Normal","Dog","Spayed Female",3,"Transfer",2024-05-25,12,2021-05-08,2.56494935746154,0.602059991327962,1.00505253874238,0,1.73205080756888
"216","A845059","Pitufa","Public Assist","Normal","Dog","Intact Female",3,"Euthanasia",2024-07-05,156,2020-12-25,5.05624580534831,0.602059991327962,1.00505253874238,0,1.73205080756888
"217","A845073","Pippa","Owner Surrender","Normal","Cat","Spayed Female",2,"Adoption",2024-05-23,1,2021-08-12,0.693147180559945,0.477121254719662,0.881373587019543,1,1.4142135623731
"218","A845073","Pippa","Stray","Normal","Cat","Spayed Female",3,"Return to Owner",2024-09-03,0,2021-08-12,0,0.602059991327962,1.00505253874238,0,1.73205080756888
"219","A845074","Seymour","Owner Surrender","Normal","Cat","Neutered Male",2,"Adoption",2024-05-23,1,2021-08-12,0.693147180559945,0.477121254719662,0.881373587019543,1,1.4142135623731
"220","A845108","Nipsey","Stray","Normal","Cat","Neutered Male",3,"Return to Owner",2024-02-29,2,2021-02-25,1.09861228866811,0.602059991327962,1.00505253874238,0,1.73205080756888
"221","A845118","Demi","Owner Surrender","Medical","Cat","Spayed Female",2,"Euthanasia",2024-07-22,8,2021-08-25,2.19722457733622,0.477121254719662,0.881373587019543,0,1.4142135623731
"222","A845268","Oreo","Stray","Normal","Dog","Neutered Male",4,"Adoption",2024-06-27,70,2019-10-27,4.26267987704132,0.698970004336019,1.09861228866811,1,2
"223","A845610","Jasper","Abandoned","Normal","Cat","Neutered Male",3,"Rto-Adopt",2024-08-13,7,2020-11-02,2.07944154167984,0.602059991327962,1.00505253874238,0,1.73205080756888
"224","A845945","Gecko","Stray","Normal","Dog","Neutered Male",4,"Return to Owner",2024-11-14,0,2020-11-06,0,0.698970004336019,1.09861228866811,0,2
"225","A847191","Luna","Owner Surrender","Normal","Dog","Spayed Female",8,"Transfer",2024-11-16,3,2016-11-01,1.38629436111989,0.954242509439325,1.34245404645353,0,2.82842712474619
"226","A849446","Oso","Owner Surrender","Normal","Dog","Neutered Male",3,"Return to Owner",2024-06-20,80,2021-01-12,4.39444915467244,0.602059991327962,1.00505253874238,0,1.73205080756888
"227","A849446","Oso","Owner Surrender","Normal","Dog","Neutered Male",3,"Adoption",2024-04-28,27,2021-01-12,3.3322045101752,0.602059991327962,1.00505253874238,1,1.73205080756888
"228","A849446","Oso","Owner Surrender","Normal","Dog","Neutered Male",3,"Adoption",2024-05-26,55,2021-01-12,4.02535169073515,0.602059991327962,1.00505253874238,1,1.73205080756888
"229","A849446","Oso","Owner Surrender","Normal","Dog","Neutered Male",3,"Return to Owner",2024-06-20,46,2021-01-12,3.85014760171006,0.602059991327962,1.00505253874238,0,1.73205080756888
"230","A849446","Oso","Owner Surrender","Normal","Dog","Neutered Male",3,"Adoption",2024-05-26,21,2021-01-12,3.09104245335832,0.602059991327962,1.00505253874238,1,1.73205080756888
"231","A849446","Oso","Owner Surrender","Normal","Dog","Neutered Male",3,"Adoption",2024-04-28,86,2021-01-12,4.46590811865458,0.602059991327962,1.00505253874238,1,1.73205080756888
"232","A849446","Oso","Owner Surrender","Normal","Dog","Neutered Male",3,"Adoption",2024-02-04,2,2021-01-12,1.09861228866811,0.602059991327962,1.00505253874238,1,1.73205080756888
"233","A849446","Oso","Owner Surrender","Normal","Dog","Neutered Male",3,"Adoption",2024-05-26,114,2021-01-12,4.74493212836325,0.602059991327962,1.00505253874238,1,1.73205080756888
"234","A849446","Oso","Owner Surrender","Normal","Dog","Neutered Male",3,"Return to Owner",2024-06-20,17,2021-01-12,2.89037175789616,0.602059991327962,1.00505253874238,0,1.73205080756888
"235","A849974","Little Tank","Stray","Normal","Dog","Neutered Male",4,"Adoption",2024-07-29,77,2020-07-16,4.35670882668959,0.698970004336019,1.09861228866811,1,2
"236","A850405","*Wyatt","Stray","Medical","Cat","Neutered Male",7,"Adoption",2024-08-29,18,2017-01-24,2.94443897916644,0.903089986991944,1.29356246522598,1,2.64575131106459
"237","A850700","Pike","Owner Surrender","Normal","Dog","Spayed Female",4,"Adoption",2024-09-27,105,2020-01-29,4.66343909411207,0.698970004336019,1.09861228866811,1,2
"238","A851732","Mamas","Stray","Normal","Dog","Spayed Female",6,"Return to Owner",2024-03-08,1,2017-12-13,0.693147180559945,0.845098040014257,1.23822631946233,0,2.44948974278318
"239","A851732","Mamas","Stray","Normal","Dog","Spayed Female",6,"Return to Owner",2024-03-05,0,2017-12-13,0,0.845098040014257,1.23822631946233,0,2.44948974278318
"240","A851896","Tank","Owner Surrender","Normal","Dog","Neutered Male",7,"Adoption",2024-11-15,24,2017-10-23,3.2188758248682,0.903089986991944,1.29356246522598,1,2.64575131106459
"241","A852725","*Bindi","Stray","Normal","Dog","Spayed Female",2,"Adoption",2024-03-17,32,2022-01-10,3.49650756146648,0.477121254719662,0.881373587019543,1,1.4142135623731
"242","A853417","Beau","Owner Surrender","Normal","Dog","Neutered Male",2,"Adoption",2024-07-27,27,2021-08-18,3.3322045101752,0.477121254719662,0.881373587019543,1,1.4142135623731
"243","A853531","Nova","Stray","Normal","Dog","Intact Female",2,"Adoption",2024-09-16,6,2022-01-20,1.94591014905531,0.477121254719662,0.881373587019543,1,1.4142135623731
"244","A854564","Cholo","Owner Surrender","Normal","Dog","Neutered Male",5,"Transfer",2024-08-21,41,2019-04-05,3.73766961828337,0.778151250383644,1.17435900561955,0,2.23606797749979
"245","A854565","Lola","Owner Surrender","Normal","Dog","Intact Female",5,"Adoption",2024-08-31,52,2019-04-05,3.97029191355212,0.778151250383644,1.17435900561955,1,2.23606797749979
"246","A854601","*Petey","Owner Surrender","Normal","Dog","Neutered Male",2,"Adoption",2024-02-14,14,2021-04-06,2.70805020110221,0.477121254719662,0.881373587019543,1,1.4142135623731
"247","A854925","Kado","Public Assist","Normal","Dog","Intact Male",4,"Euthanasia",2024-10-29,20,2020-04-11,3.04452243772342,0.698970004336019,1.09861228866811,0,2
"248","A855003","Luna","Stray","Normal","Dog","Intact Female",3,"Transfer",2024-11-27,4,2021-04-12,1.6094379124341,0.602059991327962,1.00505253874238,0,1.73205080756888
"249","A855126","Thorn","Public Assist","Normal","Dog","Neutered Male",2,"Return to Owner",2024-04-01,1,2021-10-18,0.693147180559945,0.477121254719662,0.881373587019543,0,1.4142135623731
"250","A855504","Mikhail","Owner Surrender","Medical","Dog","Neutered Male",3,"Adoption",2024-06-26,62,2021-04-19,4.14313472639153,0.602059991327962,1.00505253874238,1,1.73205080756888
"251","A856134","Chloe","Public Assist","Normal","Dog","Intact Female",2,"Return to Owner",2024-09-09,4,2022-02-14,1.6094379124341,0.477121254719662,0.881373587019543,0,1.4142135623731
"252","A857442","Max","Stray","Normal","Dog","Intact Male",5,"Return to Owner",2024-11-08,1,2019-05-16,0.693147180559945,0.778151250383644,1.17435900561955,0,2.23606797749979
"253","A857594","Cersei","Owner Surrender","Normal","Dog","Spayed Female",2,"Adoption",2024-06-02,67,2022-04-22,4.21950770517611,0.477121254719662,0.881373587019543,1,1.4142135623731
"254","A857957","*Dobby","Stray","Normal","Dog","Spayed Female",2,"Transfer",2024-03-14,42,2021-11-23,3.76120011569356,0.477121254719662,0.881373587019543,0,1.4142135623731
"255","A858026","Rica","Owner Surrender","Normal","Dog","Intact Female",3,"Adoption",2024-12-30,11,2021-12-24,2.484906649788,0.602059991327962,1.00505253874238,1,1.73205080756888
"256","A858212","Dinkum","Owner Surrender","Normal","Cat","Neutered Male",1,"Adoption",2024-01-08,6,2022-03-26,1.94591014905531,0.301029995663981,0.693147180559945,1,1
"257","A859163","Zeus","Owner Surrender","Normal","Dog","Neutered Male",3,"Adoption",2024-04-29,11,2020-06-09,2.484906649788,0.602059991327962,1.00505253874238,1,1.73205080756888
"258","A859163","Zeus","Owner Surrender","Normal","Dog","Neutered Male",3,"Adoption",2024-06-07,23,2020-06-09,3.17805383034795,0.602059991327962,1.00505253874238,1,1.73205080756888
"259","A859644","Tontin","Stray","Medical","Dog","Neutered Male",2,"Rto-Adopt",2024-03-19,4,2022-02-01,1.6094379124341,0.477121254719662,0.881373587019543,0,1.4142135623731
"260","A860726","*Max","Owner Surrender","Normal","Cat","Spayed Female",2,"Adoption",2024-12-28,5,2022-06-02,1.79175946922805,0.477121254719662,0.881373587019543,1,1.4142135623731
