Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A892170,*Snowdrop,01/06/2024 03:58:00 PM,Jan 2024,11/02/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,White/Brown Tabby
A893746,Watson,01/06/2024 04:45:00 PM,Jan 2024,11/28/2022,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Tan/Brown
A892219,*Emerald,01/06/2024 05:05:00 PM,Jan 2024,11/02/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Black
A895748,Cooper,01/06/2024 06:30:00 PM,Jan 2024,01/03/2022,Adoption,,Dog,Neutered Male,2 years,Cardigan Welsh Corgi,Brown
A895523,Huncho,01/06/2024 06:59:00 PM,Jan 2024,12/30/2015,Adoption,,Dog,Neutered Male,8 years,Chihuahua Shorthair,Blue Smoke/Tan
A794930,Pickles,01/07/2024 10:29:00 AM,Jan 2024,03/11/2019,Euthanasia,Suffering,Cat,Neutered Male,4 years,Domestic Shorthair,Orange Tabby
A895954,,01/07/2024 11:27:00 AM,Jan 2024,01/06/2022,Return to Owner,,Dog,Intact Male,2 years,Miniature Poodle,White
A895953,Chloe,01/07/2024 11:28:00 AM,Jan 2024,01/06/2022,Return to Owner,,Dog,Spayed Female,2 years,Miniature Poodle,Black
A895909,,01/07/2024 12:03:00 PM,Jan 2024,01/05/2022,Transfer,Partner,Dog,Intact Male,2 years,German Shepherd Mix,Brown/Black
A895893,Xena,01/07/2024 12:11:00 PM,Jan 2024,01/05/2022,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby/White
A891454,*Theodore,01/07/2024 12:34:00 PM,Jan 2024,06/23/2023,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair,Brown Tabby
A891786,Phobos,01/07/2024 01:30:00 PM,Jan 2024,08/27/2023,Adoption,,Cat,Intact Male,4 months,Domestic Shorthair,Black/White
A895884,Penny,01/07/2024 02:01:00 PM,Jan 2024,01/05/2023,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Brown Tabby
A894106,Genevieve,01/07/2024 02:53:00 PM,Jan 2024,12/03/2022,Adoption,,Dog,Intact Female,1 year,Border Collie/Alaskan Husky,Black
A894967,Bruiser,01/07/2024 03:13:00 PM,Jan 2024,06/19/2022,Adoption,,Dog,Neutered Male,1 year,Rat Terrier,Brown Brindle/White
A895805,Willie,01/07/2024 03:26:00 PM,Jan 2024,01/04/2022,Return to Owner,,Cat,Neutered Male,2 years,Siamese Mix,Seal Point
A891932,*Marvin,01/07/2024 05:11:00 PM,Jan 2024,10/30/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Cream Tabby
A893573,*Kismet,01/07/2024 06:05:00 PM,Jan 2024,07/07/2020,Adoption,,Dog,Spayed Female,3 years,Border Terrier Mix,Cream/White
A895090,*Jupiter,01/07/2024 06:19:00 PM,Jan 2024,12/21/2021,Adoption,,Cat,Intact Male,2 years,Domestic Shorthair,Orange Tabby
A895089,*Pluto,01/07/2024 06:20:00 PM,Jan 2024,12/21/2022,Adoption,,Cat,Intact Male,1 year,Domestic Shorthair,Cream Tabby
A895793,,01/08/2024 12:00:00 AM,Jan 2024,09/04/2023,Transfer,Partner,Cat,Intact Male,4 months,Domestic Longhair,Brown Tabby/White
A894941,,01/08/2024 08:30:00 AM,Jan 2024,08/18/2023,Died,Emergency,Cat,Intact Male,4 months,Domestic Shorthair,Black
A895723,,01/08/2024 09:11:00 AM,Jan 2024,05/03/2023,Transfer,Snr,Cat,Unknown,8 months,Domestic Shorthair,Black/White
A895675,,01/08/2024 09:11:00 AM,Jan 2024,01/02/2023,Transfer,Snr,Cat,Intact Female,1 year,Domestic Medium Hair,Torbie
A895880,,01/08/2024 09:11:00 AM,Jan 2024,01/05/2023,Transfer,Snr,Cat,Unknown,1 year,Domestic Shorthair,Blue Tabby
A895857,,01/08/2024 09:12:00 AM,Jan 2024,08/05/2022,Transfer,Snr,Cat,Intact Male,1 year,Domestic Shorthair,Blue Tabby
A895728,,01/08/2024 09:12:00 AM,Jan 2024,08/03/2023,Transfer,Snr,Cat,Unknown,5 months,Domestic Shorthair,Brown Tabby
A895493,,01/08/2024 09:12:00 AM,Jan 2024,12/29/2022,Transfer,Snr,Cat,Intact Male,1 year,Domestic Shorthair,Black
A895668,,01/08/2024 09:12:00 AM,Jan 2024,08/02/2023,Transfer,Snr,Cat,Intact Male,5 months,Domestic Shorthair,Blue Tabby/White
A895867,,01/08/2024 09:13:00 AM,Jan 2024,01/05/2022,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Brown Tabby
A895848,Perico,01/08/2024 12:00:00 PM,Jan 2024,07/05/2022,Return to Owner,,Dog,Intact Male,1 year,Mastiff,White/White
A895850,Luca,01/08/2024 12:00:00 PM,Jan 2024,07/05/2022,Return to Owner,,Dog,Intact Male,1 year,Plott Hound/German Shepherd,Brown/Black
A896016,,01/08/2024 01:21:00 PM,Jan 2024,01/08/2023,Transfer,Partner,Dog,Intact Female,1 year,Boxer/Pit Bull,White/Tan
A895810,,01/08/2024 02:33:00 PM,Jan 2024,07/04/2023,Transfer,Partner,Dog,Neutered Male,6 months,Maltese,White
A894716,Sage,01/08/2024 03:09:00 PM,Jan 2024,12/14/2015,Euthanasia,Suffering,Dog,Spayed Female,8 years,German Shepherd Mix,Brown/Black
A894846,Babe,01/08/2024 03:10:00 PM,Jan 2024,06/21/2023,Adoption,,Dog,Spayed Female,6 months,Labrador Retriever,White/Black
A858212,Dinkum,01/08/2024 03:37:00 PM,Jan 2024,03/26/2022,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Cream Tabby
A894766,Jax,01/08/2024 03:51:00 PM,Jan 2024,10/08/2023,Adoption,,Dog,Neutered Male,3 months,Labrador Retriever,Black/White
A893664,Clar,01/08/2024 04:10:00 PM,Jan 2024,09/18/2023,Adoption,,Dog,Spayed Female,3 months,Labrador Retriever Mix,Black
A895146,Taffy,01/08/2024 04:25:00 PM,Jan 2024,04/22/2023,Adoption,,Cat,Spayed Female,8 months,Domestic Shorthair,Tortie
A894878,Marco,01/08/2024 04:30:00 PM,Jan 2024,06/17/2023,Adoption,,Dog,Neutered Male,6 months,Border Collie,Black/White
A896053,,01/08/2024 04:41:00 PM,Jan 2024,01/08/2022,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown/Brown
A894998,Sarah,01/08/2024 04:43:00 PM,Jan 2024,01/08/2021,Adoption,,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Chocolate/Tricolor
A893987,Tess,01/08/2024 04:56:00 PM,Jan 2024,12/01/2021,Adoption,,Dog,Spayed Female,2 years,Blue Lacy,Fawn
A891514,Rocky,01/08/2024 05:16:00 PM,Jan 2024,10/23/2022,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Brindle/White
A893843,,01/08/2024 05:18:00 PM,Jan 2024,09/29/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Calico
A895635,Stevie,01/08/2024 05:31:00 PM,Jan 2024,10/08/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Black
A895396,Ash,01/08/2024 05:41:00 PM,Jan 2024,12/28/2022,Adoption,,Dog,Intact Male,1 year,Siberian Husky/German Shepherd,Sable/White
A895641,Sebastian,01/08/2024 05:43:00 PM,Jan 2024,01/02/2023,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Orange Tabby/White
A895327,Oatmeal,01/08/2024 05:45:00 PM,Jan 2024,12/27/2021,Adoption,,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Blue Tick
A895890,Rey,01/08/2024 05:57:00 PM,Jan 2024,07/05/2023,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair,Brown Tabby/White
A893619,Nacho,01/08/2024 06:42:00 PM,Jan 2024,11/25/2021,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever,Black/White
A894731,*Jennie,01/08/2024 06:56:00 PM,Jan 2024,10/16/2023,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever/Catahoula,Tan/White
A892261,Luca,01/08/2024 07:04:00 PM,Jan 2024,04/21/2022,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White
A894800,Peaches,01/08/2024 07:08:00 PM,Jan 2024,06/15/2023,Adoption,,Dog,Spayed Female,6 months,Chinese Sharpei,Tan/White
A889891,Reyna,01/09/2024 08:58:00 AM,Jan 2024,08/23/2023,Adoption,Foster,Cat,Intact Female,4 months,Domestic Shorthair,Tortie
A895860,Sheba,01/09/2024 10:40:00 AM,Jan 2024,01/05/2022,Euthanasia,Suffering,Dog,Intact Female,2 years,Alaskan Husky,Black/White
A894434,Jasper,01/09/2024 11:21:00 AM,Jan 2024,06/09/2022,Adoption,,Dog,Intact Male,1 year,German Shepherd Mix,Tan/Black
A896057,,01/09/2024 11:30:00 AM,Jan 2024,01/08/2022,Transfer,Partner,Dog,Intact Male,2 years,Labrador Retriever Mix,Tan/Brown
A894570,*Flannel,01/09/2024 11:44:00 AM,Jan 2024,10/27/2023,Adoption,Foster,Dog,Neutered Male,2 months,Pit Bull,Black/White
A880316,Hennesey,01/09/2024 12:32:00 PM,Jan 2024,05/07/2021,Return to Owner,,Dog,Intact Male,2 years,Pit Bull,Tan
A895888,A895888,01/09/2024 12:44:00 PM,Jan 2024,01/05/2022,Died,In Kennel,Cat,Intact Male,2 years,Domestic Shorthair,Black
A895818,Draco,01/09/2024 01:27:00 PM,Jan 2024,01/04/2019,Return to Owner,,Dog,Intact Male,5 years,English Bulldog,White
A896055,Mango,01/09/2024 01:53:00 PM,Jan 2024,10/08/2023,Adoption,,Cat,Intact Male,3 months,Domestic Shorthair,Orange Tabby
A894789,Walter,01/09/2024 02:10:00 PM,Jan 2024,12/15/2011,Adoption,Foster,Dog,Neutered Male,12 years,Labrador Retriever Mix,White/White
A895859,Piper,01/09/2024 03:26:00 PM,Jan 2024,01/05/2021,Adoption,,Dog,Spayed Female,3 years,Yorkshire Terrier,White/White
A840451,Blue,01/09/2024 03:45:00 PM,Jan 2024,08/08/2019,Transfer,Partner,Dog,Neutered Male,4 years,American Pit Bull Terrier,Blue
A895142,Leo,01/09/2024 04:02:00 PM,Jan 2024,12/22/2022,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever,Tan
A895821,Haptic,01/09/2024 04:12:00 PM,Jan 2024,06/04/2023,Adoption,,Cat,Neutered Male,7 months,Domestic Shorthair,Orange Tabby/White
A894422,Lily,01/09/2024 04:18:00 PM,Jan 2024,07/29/2023,Adoption,,Dog,Spayed Female,5 months,Labrador Retriever Mix,Black
A895829,Baby,01/09/2024 04:40:00 PM,Jan 2024,01/05/2019,Rto-Adopt,,Dog,Spayed Female,5 years,Maltese/Toy Poodle,White/Black
A895856,Chai,01/09/2024 04:55:00 PM,Jan 2024,07/05/2023,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair,Tortie
A893182,My Boyfriend Jp,01/09/2024 05:15:00 PM,Jan 2024,09/28/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Blue Tabby
A896106,Stinky,01/09/2024 05:29:00 PM,Jan 2024,11/14/2023,Adoption,,Dog,Intact Male,1 month,Labrador Retriever/Australian Cattle Dog,Brown
A893921,Zuko,01/09/2024 05:43:00 PM,Jan 2024,08/21/2023,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Brown Tabby
A894988,Toasty,01/09/2024 06:13:00 PM,Jan 2024,12/26/2020,Adoption,,Dog,Spayed Female,3 years,Alaskan Husky Mix,Brown/White
A894557,Bella,01/09/2024 06:25:00 PM,Jan 2024,12/11/2022,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Brown Brindle/White
A895865,Sasha,01/09/2024 06:42:00 PM,Jan 2024,11/05/2023,Adoption,,Dog,Intact Female,2 months,Great Dane,White
A896152,,01/10/2024 12:08:00 PM,Jan 2024,01/10/2023,Transfer,Partner,Bird,Unknown,1 year,Pigeon,Gray
A896130,,01/10/2024 12:08:00 PM,Jan 2024,01/09/2022,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,White/Orange Tabby
A893744,Jojo,01/10/2024 12:12:00 PM,Jan 2024,11/27/2020,Transfer,Partner,Dog,Neutered Male,3 years,Pit Bull Mix,Blue/White
A895513,*Willis,01/10/2024 12:13:00 PM,Jan 2024,12/30/2021,Transfer,Partner,Dog,Intact Male,2 years,German Shepherd Mix,Black
A895385,Bunny,01/10/2024 01:21:00 PM,Jan 2024,12/28/2021,Transfer,Partner,Dog,Intact Male,2 years,Chihuahua Longhair Mix,Black/Tan
A893866,Curtis,01/10/2024 01:50:00 PM,Jan 2024,07/11/2022,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Orange Tabby
A894910,*Lou,01/10/2024 03:54:00 PM,Jan 2024,12/18/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby
A894534,Muppet,01/10/2024 04:04:00 PM,Jan 2024,06/29/2023,Adoption,,Dog,Neutered Male,6 months,Labrador Retriever Mix,White/Black
A895678,Bean,01/10/2024 04:11:00 PM,Jan 2024,07/02/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Brown Tabby/White
A894758,Bruce,01/10/2024 04:28:00 PM,Jan 2024,10/15/2023,Adoption,,Dog,Intact Male,2 months,Border Terrier Mix,White
A895603,Brad,01/10/2024 04:28:00 PM,Jan 2024,01/10/2014,Adoption,,Dog,Neutered Male,10 years,Chihuahua Longhair,Fawn/Yellow
A892921,Samuel,01/10/2024 04:37:00 PM,Jan 2024,08/13/2022,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever/German Shorthair Pointer,Brown/White
A895160,Minerva,01/10/2024 04:57:00 PM,Jan 2024,12/22/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Brown Tabby
A895369,Flamy,01/10/2024 05:11:00 PM,Jan 2024,08/27/2023,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Cream Tabby
A895804,,01/10/2024 05:20:00 PM,Jan 2024,09/04/2023,Adoption,,Dog,Spayed Female,4 months,Siberian Husky Mix,White/Buff
A640698,Roxie,01/10/2024 05:21:00 PM,Jan 2024,09/13/2012,Adoption,,Cat,Spayed Female,11 years,Domestic Shorthair Mix,Calico
A894558,*Winter,01/10/2024 05:35:00 PM,Jan 2024,10/20/2023,Adoption,Foster,Dog,Spayed Female,2 months,Staffordshire Mix,White/Black
A884069,Moxie,01/10/2024 05:36:00 PM,Jan 2024,06/28/2021,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever/Siberian Husky,Brown/White
A894016,*Coconut,01/10/2024 05:41:00 PM,Jan 2024,10/29/2023,Adoption,Foster,Dog,Spayed Female,2 months,Alaskan Husky Mix,Chocolate/White
A895874,,01/10/2024 05:44:00 PM,Jan 2024,10/05/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Flame Point
A886846,*Boots,01/10/2024 05:45:00 PM,Jan 2024,07/27/2023,Adoption,Foster,Cat,Spayed Female,5 months,Domestic Shorthair,Brown Tabby
A895853,Chiquitin,01/10/2024 06:03:00 PM,Jan 2024,01/05/2019,Adoption,,Dog,Neutered Male,5 years,Chihuahua Longhair,White/Brown
A896176,Puppy,01/10/2024 06:14:00 PM,Jan 2024,07/10/2022,Return to Owner,,Dog,Intact Female,1 year,Maltese/Cairn Terrier,White/Tan
A895639,,01/10/2024 06:16:00 PM,Jan 2024,01/02/2023,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Orange Tabby
A895640,Tony,01/10/2024 06:30:00 PM,Jan 2024,01/02/2023,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Orange Tabby
A896114,Meimei,01/10/2024 06:30:00 PM,Jan 2024,01/09/2022,Return to Owner,,Cat,Intact Female,2 years,Domestic Longhair,Brown Tabby/White
A896117,,01/11/2024 08:37:00 AM,Jan 2024,01/10/2022,Transfer,Snr,Cat,Intact Male,2 years,Domestic Shorthair,Black/White
A896029,A896029,01/11/2024 08:37:00 AM,Jan 2024,01/08/2023,Transfer,Snr,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie
A896030,A896030,01/11/2024 08:37:00 AM,Jan 2024,01/08/2023,Transfer,Snr,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby
A894703,,01/11/2024 08:38:00 AM,Jan 2024,04/14/2023,Transfer,Snr,Cat,Intact Male,8 months,Domestic Shorthair,Orange Tabby
A896038,,01/11/2024 08:39:00 AM,Jan 2024,01/08/2022,Transfer,Snr,Cat,Intact Female,2 years,Domestic Shorthair,Calico
A896039,,01/11/2024 08:40:00 AM,Jan 2024,01/08/2022,Transfer,Snr,Cat,Intact Female,2 years,Domestic Shorthair,Calico
A896154,Tiberius,01/11/2024 10:16:00 AM,Jan 2024,01/10/2022,Return to Owner,,Dog,Intact Male,2 years,German Shepherd,Black/Tan
A895871,Happy,01/11/2024 10:28:00 AM,Jan 2024,10/05/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Medium Hair,Orange Tabby
A893524,Mia,01/11/2024 10:46:00 AM,Jan 2024,09/07/2023,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair,Orange Tabby
A679959,*Gilbert,01/11/2024 12:03:00 PM,Jan 2024,04/22/2014,Adoption,Foster,Cat,Neutered Male,9 years,Domestic Shorthair Mix,Orange Tabby
A895400,Tiny,01/11/2024 12:08:00 PM,Jan 2024,12/28/2021,Return to Owner,,Cat,Spayed Female,2 years,Domestic Shorthair,Tortie
A894433,Tyson,01/11/2024 03:38:00 PM,Jan 2024,12/08/2022,Adoption,Foster,Dog,Neutered Male,1 year,Alaskan Husky/German Shepherd,Gray/White
A896163,Mochi,01/11/2024 03:46:00 PM,Jan 2024,01/10/2019,Return to Owner,,Dog,Intact Male,5 years,American Pit Bull Terrier,Fawn
A888880,*Teddy B.,01/11/2024 03:53:00 PM,Jan 2024,09/14/2022,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever/German Shepherd,Black/Brown
A895157,*Serena,01/11/2024 03:58:00 PM,Jan 2024,12/22/2020,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair,Brown Tabby
A895339,*Oliver,01/11/2024 04:03:00 PM,Jan 2024,01/27/2023,Adoption,,Dog,Neutered Male,11 months,Standard Schnauzer Mix,White
A895522,,01/11/2024 04:10:00 PM,Jan 2024,12/30/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Brown Tabby
A895905,,01/11/2024 04:17:00 PM,Jan 2024,10/06/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby
A895674,Bronco,01/11/2024 04:27:00 PM,Jan 2024,01/02/2023,Adoption,,Cat,Neutered Male,1 year,Domestic Medium Hair,Black/White
A895460,,01/11/2024 04:37:00 PM,Jan 2024,10/11/2023,Adoption,,Dog,Spayed Female,3 months,German Shepherd,Tan
A892466,Kala,01/11/2024 04:39:00 PM,Jan 2024,06/06/2020,Adoption,Foster,Dog,Spayed Female,3 years,Catahoula Mix,Black Brindle/Brown
A895809,,01/11/2024 04:46:00 PM,Jan 2024,08/04/2023,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair,Brown Tabby
A894897,Baby Joker,01/11/2024 04:57:00 PM,Jan 2024,04/17/2023,Adoption,,Dog,Neutered Male,8 months,Boxer/Pit Bull,Brown/White
A896208,Milo,01/11/2024 04:59:00 PM,Jan 2024,01/11/2022,Return to Owner,Field,Dog,Intact Male,2 years,Standard Poodle,Brown
A891859,*Aly,01/11/2024 05:04:00 PM,Jan 2024,10/28/2021,Adoption,Foster,Dog,Spayed Female,2 years,Black/Tan Hound,Black/Tan
A896101,Pretty Girl,01/11/2024 05:17:00 PM,Jan 2024,07/09/2022,Transfer,Partner,Dog,Intact Female,1 year,Labrador Retriever/Australian Cattle Dog,Brown/Black
A895689,Girl,01/11/2024 05:48:00 PM,Jan 2024,06/02/2023,Adoption,,Dog,Spayed Female,7 months,Pit Bull,White/Brown
A890369,Azula,01/11/2024 05:52:00 PM,Jan 2024,10/05/2021,Adoption,,Dog,Spayed Female,2 years,Siberian Husky/German Shepherd,Brown/Black
A895204,Bowie Lou,01/11/2024 05:57:00 PM,Jan 2024,06/08/2023,Adoption,,Dog,Spayed Female,7 months,Labrador Retriever Mix,Black
A895870,,01/11/2024 06:04:00 PM,Jan 2024,09/20/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Black
A895676,,01/11/2024 06:11:00 PM,Jan 2024,10/11/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Medium Hair,White/Orange Tabby
A895696,Lalay,01/11/2024 06:17:00 PM,Jan 2024,01/02/2022,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby
A893048,*Lil' Red,01/11/2024 06:31:00 PM,Jan 2024,11/14/2022,Adoption,,Dog,Spayed Female,1 year,Pembroke Welsh Corgi/Australian Kelpie,Brown/White
A895458,,01/11/2024 06:35:00 PM,Jan 2024,10/11/2023,Adoption,,Dog,Spayed Female,3 months,German Shepherd,Brown
A892207,*Marigold,01/11/2024 06:40:00 PM,Jan 2024,11/02/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Tortie
A896211,,01/11/2024 07:11:00 PM,Jan 2024,01/11/2022,Transfer,Partner,Dog,Intact Female,2 years,Labrador Retriever/German Shepherd,Brown
A894920,Tiger,01/11/2024 07:17:00 PM,Jan 2024,12/21/2022,Rto-Adopt,,Dog,Intact Male,1 year,Plott Hound Mix,Brown Brindle/White
A895908,,01/11/2024 07:27:00 PM,Jan 2024,10/05/2023,Transfer,Partner,Dog,Intact Male,3 months,Pit Bull Mix,Brown/White
A888863,,01/12/2024 09:42:00 AM,Jan 2024,08/03/2023,Adoption,Foster,Cat,Spayed Female,5 months,Domestic Shorthair,Brown Tabby/White
A896054,,01/12/2024 10:24:00 AM,Jan 2024,01/08/2014,Euthanasia,Suffering,Cat,Spayed Female,10 years,Domestic Medium Hair,White/Blue
A883246,*Kinetic,01/12/2024 11:14:00 AM,Jan 2024,06/14/2022,Adoption,Foster,Dog,Neutered Male,1 year,Pit Bull,Fawn/White
A880723,Ginger,01/12/2024 03:05:00 PM,Jan 2024,05/11/2023,Adoption,,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Orange Tabby/White
A893322,*Polar Bear,01/12/2024 03:41:00 PM,Jan 2024,11/19/2021,Adoption,,Dog,Neutered Male,2 years,Great Pyrenees,White
A895926,Mingo,01/12/2024 03:57:00 PM,Jan 2024,01/06/2023,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Black
A896128,El Jr,01/12/2024 04:06:00 PM,Jan 2024,09/01/2023,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Blue/White
A895092,Maccaroni,01/12/2024 04:14:00 PM,Jan 2024,11/09/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Orange
A895357,*Gabby,01/12/2024 04:14:00 PM,Jan 2024,06/27/2023,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair,Brown Tabby/White
A895611,,01/12/2024 04:19:00 PM,Jan 2024,10/01/2023,Adoption,,Dog,Spayed Female,3 months,American Foxhound Mix,White/Black Brindle
A895808,Castiel,01/12/2024 04:25:00 PM,Jan 2024,08/04/2023,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair,Brown Tabby
A895080,Lola,01/12/2024 04:31:00 PM,Jan 2024,08/21/2023,Adoption,,Dog,Spayed Female,4 months,Pit Bull,Tan
A896126,Angel,01/12/2024 04:36:00 PM,Jan 2024,09/01/2023,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Black/White
A896103,Gracy,01/12/2024 04:38:00 PM,Jan 2024,11/14/2023,Adoption,,Dog,Spayed Female,1 month,Labrador Retriever/Australian Cattle Dog,Brown
A895875,*Cleo,01/12/2024 04:43:00 PM,Jan 2024,01/05/2023,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Blue
A895904,,01/12/2024 04:44:00 PM,Jan 2024,10/06/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby
A896050,,01/12/2024 04:50:00 PM,Jan 2024,09/08/2023,Adoption,,Cat,Spayed Female,4 months,Siamese,Lynx Point
A895211,Roxy,01/12/2024 04:53:00 PM,Jan 2024,12/23/2020,Adoption,,Dog,Spayed Female,3 years,Siberian Husky Mix,Cream/White
A891197,Austin Fire,01/12/2024 04:59:00 PM,Jan 2024,10/18/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby/White
A894981,Brisket,01/12/2024 04:59:00 PM,Jan 2024,05/19/2023,Adoption,,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Torbie
A896064,,01/12/2024 05:13:00 PM,Jan 2024,11/05/2023,Adoption,,Dog,Spayed Female,2 months,Pit Bull,Blue/White
A895358,*Ella,01/12/2024 05:19:00 PM,Jan 2024,06/27/2023,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair,Brown Tabby/White
A895974,Max,01/12/2024 05:21:00 PM,Jan 2024,01/07/2022,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair,Tan
A891574,*Eowyn,01/12/2024 05:23:00 PM,Jan 2024,08/16/2023,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Blue/White
A896125,Smoke,01/12/2024 05:28:00 PM,Jan 2024,09/01/2023,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Black/White
A895886,Tolstoi,01/12/2024 05:33:00 PM,Jan 2024,01/06/2021,Adoption,,Dog,Neutered Male,3 years,Miniature Poodle,White/Tan
A894934,Rosie,01/12/2024 05:43:00 PM,Jan 2024,06/18/2022,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever,Black/White
A895202,*Peonie,01/12/2024 05:49:00 PM,Jan 2024,06/23/2023,Adoption,,Dog,Spayed Female,6 months,German Shepherd Mix,Black/Brown
A894169,Skye,01/12/2024 05:59:00 PM,Jan 2024,12/04/2021,Adoption,,Dog,Spayed Female,2 years,Siberian Husky Mix,Black
A895971,Sister,01/12/2024 06:00:00 PM,Jan 2024,01/07/2022,Rto-Adopt,,Dog,Spayed Female,2 years,Labrador Retriever,Black
A895866,*Chatty Chad,01/12/2024 06:05:00 PM,Jan 2024,01/05/2022,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,White/Brown Tabby
A835494,Luna,01/12/2024 06:10:00 PM,Jan 2024,04/26/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby
A891091,Tobe,01/12/2024 06:15:00 PM,Jan 2024,07/17/2023,Adoption,,Dog,Neutered Male,5 months,Pit Bull Mix,Red Merle/White
A896127,Baby Doll,01/12/2024 06:20:00 PM,Jan 2024,09/01/2023,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,White/Blue
A895230,*Cecil,01/12/2024 06:27:00 PM,Jan 2024,12/24/2021,Adoption,,Dog,Neutered Male,2 years,Carolina Dog Mix,Tan/White
A896105,Evee,01/12/2024 06:37:00 PM,Jan 2024,11/14/2023,Adoption,,Dog,Intact Female,1 month,Labrador Retriever/Australian Cattle Dog,Brown
A896041,A896041,01/12/2024 06:39:00 PM,Jan 2024,01/08/2022,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Yellow/White
